"","(Intercept)","mom.zz","mean_spT","pwtemp","bareground","sd"
"1976",7.66811581304776,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"1977",7.78463157496322,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"1978",7.63913822427546,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"1979",7.57843884950548,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"1980",8.09970853670598,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"1981",7.74901471331892,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"1982",7.67817793499008,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"1983",7.56897187641822,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"1984",7.46357320555591,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"1985",7.54690385370647,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"1986",7.90666806252147,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"1987",8.17542983941135,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"1988",7.82725987590726,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"1989",8.08550663734315,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"1990",7.71285433693353,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"1991",7.69616482431901,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"1992",7.26932726920877,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"1993",8.02130681518713,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"1994",7.91153189744074,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"1995",7.74978737429836,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"1996",7.66843309256421,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"1997",8.2715483559552,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"1998",8.2961962398453,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"1999",7.67514645461934,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"2000",7.60322605318602,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"2001",7.77462858635258,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"2002",7.85222201535356,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"2003",8.02420678688157,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"2004",8.0508017290672,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"2005",7.9495649216583,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"2006",7.47678136452926,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"2007",7.71757280728845,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"2008",7.60715730462545,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"2009",7.59812857542964,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"2010",7.94844411896451,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"2011",7.6765818847734,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"2012",7.80218874698121,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
"2013",7.81011407588251,0.237220465250226,0.106856630787847,0.00153900761267735,-0.00258957683631575,0.770909944737385
